day_name,day,hour,ta
Monday,0,0,26.101263157894735
Monday,0,1,26.056491228070175
Monday,0,2,25.971965065502182
Monday,0,3,25.893245614035088
Monday,0,4,25.83513274336283
Monday,0,5,25.628421052631577
Monday,0,6,25.205877192982456
Monday,0,7,24.535394736842104
Monday,0,8,24.307699115044247
Monday,0,9,24.48736607142857
Monday,0,10,24.65337606837607
Monday,0,11,24.836809210526315
Monday,0,12,24.775
Monday,0,13,24.761578947368424
Monday,0,14,24.765877192982455
Monday,0,15,24.774649122807016
Monday,0,16,24.687412280701754
Monday,0,17,24.368217391304345
Monday,0,18,24.45390625
Monday,0,19,24.790876494023905
Monday,0,20,25.221310043668122
Monday,0,21,25.482061403508773
Monday,0,22,25.641676646706586
Monday,0,23,25.66739393939394
Tuesday,1,0,25.61140350877193
Tuesday,1,1,25.613552631578948
Tuesday,1,2,25.61337719298246
Tuesday,1,3,25.60456140350877
Tuesday,1,4,25.585614035087723
Tuesday,1,5,25.406228070175437
Tuesday,1,6,25.066327433628317
Tuesday,1,7,24.305829596412554
Tuesday,1,8,23.872576419213974
Tuesday,1,9,24.035833333333333
Tuesday,1,10,24.127499999999998
Tuesday,1,11,24.26122033898305
Tuesday,1,12,24.05933920704846
Tuesday,1,13,23.99201754385965
Tuesday,1,14,23.870921052631576
Tuesday,1,15,23.89359649122807
Tuesday,1,16,23.812850877192982
Tuesday,1,17,23.534473684210525
Tuesday,1,18,23.773806228373704
Tuesday,1,19,23.751315789473686
Tuesday,1,20,24.35201754385965
Tuesday,1,21,24.78276315789474
Tuesday,1,22,25.0945
Tuesday,1,23,25.12675
Wednesday,2,0,25.04513888888889
Wednesday,2,1,25.04388888888889
Wednesday,2,2,25.02662037037037
Wednesday,2,3,25.009027777777778
Wednesday,2,4,24.991296296296294
Wednesday,2,5,24.819814814814816
Wednesday,2,6,24.53050925925926
Wednesday,2,7,24.00384259259259
Wednesday,2,8,23.817546296296296
Wednesday,2,9,23.97152777777778
Wednesday,2,10,24.067183098591553
Wednesday,2,11,24.177927272727274
Wednesday,2,12,24.04474418604651
Wednesday,2,13,23.992663551401872
Wednesday,2,14,23.911296296296296
Wednesday,2,15,23.870833333333334
Wednesday,2,16,23.729953703703703
Wednesday,2,17,23.420185185185186
Wednesday,2,18,23.5012
Wednesday,2,19,23.488842592592594
Wednesday,2,20,24.007314814814816
Wednesday,2,21,24.50115740740741
Wednesday,2,22,24.8184076433121
Wednesday,2,23,24.878853503184715
Thursday,3,0,24.80861111111111
Thursday,3,1,24.79898148148148
Thursday,3,2,24.781805555555554
Thursday,3,3,24.75818604651163
Thursday,3,4,24.732232558139536
Thursday,3,5,24.562916666666666
Thursday,3,6,24.275092592592593
Thursday,3,7,23.832453703703706
Thursday,3,8,23.775627906976744
Thursday,3,9,24.01738095238095
Thursday,3,10,24.2075
Thursday,3,11,24.3173851590106
Thursday,3,12,24.217752293577984
Thursday,3,13,24.233981481481482
Thursday,3,14,24.20324074074074
Thursday,3,15,24.192685185185184
Thursday,3,16,24.12013888888889
Thursday,3,17,23.823333333333334
Thursday,3,18,23.747854545454544
Thursday,3,19,23.889861111111113
Thursday,3,20,24.425324074074073
Thursday,3,21,24.713703703703704
Thursday,3,22,24.83157534246575
Thursday,3,23,24.882397260273972
Friday,4,0,24.909957983193276
Friday,4,1,24.887833333333333
Friday,4,2,24.860672268907564
Friday,4,3,24.83491304347826
Friday,4,4,24.787777777777777
Friday,4,5,24.657647058823528
Friday,4,6,24.407541666666667
