day_name,day,hour,ta
Monday,0,0,25.074047619047615
Monday,0,1,25.024250000000002
Monday,0,2,24.943676470588237
Monday,0,3,24.874411764705883
Monday,0,4,24.821039603960397
Monday,0,5,24.768039215686276
Monday,0,6,24.611534653465345
Monday,0,7,23.986225490196077
Monday,0,8,23.480833333333333
Monday,0,9,23.437524752475248
Monday,0,10,23.52004761904762
Monday,0,11,23.62657692307692
Monday,0,12,23.539257425742576
Monday,0,13,23.611911764705884
Monday,0,14,23.65450980392157
Monday,0,15,23.658529411764707
Monday,0,16,23.715833333333332
Monday,0,17,23.74769607843137
Monday,0,18,23.80640776699029
Monday,0,19,24.138348214285713
Monday,0,20,24.38578431372549
Monday,0,21,24.587156862745097
Monday,0,22,24.739638554216867
Monday,0,23,24.768975903614457
Tuesday,1,0,24.740246305418722
Tuesday,1,1,24.72764705882353
Tuesday,1,2,24.717536945812807
Tuesday,1,3,24.695392156862745
Tuesday,1,4,24.661138613861386
Tuesday,1,5,24.64813725490196
Tuesday,1,6,24.594166666666666
Tuesday,1,7,23.743823529411763
Tuesday,1,8,23.017107843137254
Tuesday,1,9,22.940098039215684
Tuesday,1,10,22.918088235294118
Tuesday,1,11,22.98467213114754
Tuesday,1,12,22.830504587155964
Tuesday,1,13,22.743382352941175
Tuesday,1,14,22.738480392156863
Tuesday,1,15,22.76436274509804
Tuesday,1,16,22.7575
Tuesday,1,17,22.76593137254902
Tuesday,1,18,23.011280991735536
Tuesday,1,19,23.10877450980392
Tuesday,1,20,23.632401960784314
Tuesday,1,21,23.881633663366337
Tuesday,1,22,24.055487804878048
Tuesday,1,23,24.1475
Wednesday,2,0,24.12440677966102
Wednesday,2,1,24.10359375
Wednesday,2,2,24.09421875
Wednesday,2,3,24.07875
Wednesday,2,4,24.053802083333334
Wednesday,2,5,24.023229166666667
Wednesday,2,6,23.984062499999997
Wednesday,2,7,23.37682291666667
Wednesday,2,8,22.914583333333336
Wednesday,2,9,22.87682291666667
Wednesday,2,10,22.908541666666665
Wednesday,2,11,23.073760683760685
Wednesday,2,12,23.001380952380952
Wednesday,2,13,22.88453125
Wednesday,2,14,22.959251336898397
Wednesday,2,15,23.005891891891892
Wednesday,2,16,23.03442708333333
Wednesday,2,17,22.9771875
Wednesday,2,18,23.05094827586207
Wednesday,2,19,23.15528846153846
Wednesday,2,20,23.52552083333333
Wednesday,2,21,23.750312500000003
Wednesday,2,22,23.930266666666668
Wednesday,2,23,23.972045454545455
Thursday,3,0,23.900977011494252
Thursday,3,1,23.894166666666667
Thursday,3,2,23.866
Thursday,3,3,23.842760416666668
Thursday,3,4,23.810052083333332
Thursday,3,5,23.775677083333335
Thursday,3,6,23.7309375
Thursday,3,7,23.293854166666666
Thursday,3,8,22.962
Thursday,3,9,23.01244791666667
Thursday,3,10,23.1119387755102
Thursday,3,11,23.226434108527133
Thursday,3,12,23.176318181818182
Thursday,3,13,23.101534653465347
Thursday,3,14,23.14279411764706
Thursday,3,15,23.201237623762374
Thursday,3,16,23.249264705882354
Thursday,3,17,23.18421568627451
Thursday,3,18,23.172642276422764
Thursday,3,19,23.32123287671233
Thursday,3,20,23.626633663366338
Thursday,3,21,23.809951219512193
Thursday,3,22,24.001962025316455
Thursday,3,23,24.037702702702703
Friday,4,0,23.958842592592593
Friday,4,1,23.936184210526314
Friday,4,2,23.91535087719298
Friday,4,3,23.893027522935782
Friday,4,4,23.863676470588235
Friday,4,5,23.85535087719298
Friday,4,6,23.82574561403509
Friday,4,7,23.35353982300885
Friday,4,8,22.984780701754385
Friday,4,9,23.02486842105263
Friday,4,10,23.11361607142857
Friday,4,11,23.29827309236948
Friday,4,12,23.0857345971564
Friday,4,13,23.108541666666667
Friday,4,14,23.17567708333333
Friday,4,15,23.323880597014927
Friday,4,16,23.304417475728155
Friday,4,17,23.24887254901961
Friday,4,18,23.184798387096773
Friday,4,19,23.322222222222223
Friday,4,20,23.67627450980392
Friday,4,21,23.836862745098042
Friday,4,22,23.873164556962024
Friday,4,23,23.9513698630137
Saturday,5,0,23.954166666666666
Saturday,5,1,23.891372549019607
Saturday,5,2,23.92988888888889
Saturday,5,3,23.82372549019608
Saturday,5,4,23.79142156862745
Saturday,5,5,23.75485294117647
Saturday,5,6,23.71318407960199
Saturday,5,7,23.685960591133004
Saturday,5,8,23.742303921568627
Saturday,5,9,23.81833333333333
Saturday,5,10,23.9819801980198
Saturday,5,11,24.227236842105263
Saturday,5,12,24.432058823529413
Saturday,5,13,24.648623853211006
Saturday,5,14,24.80877450980392
Saturday,5,15,24.982401960784312
Saturday,5,16,25.139803921568628
Saturday,5,17,25.2412
Saturday,5,18,25.046219512195123
Saturday,5,19,25.183970588235294
Saturday,5,20,24.983842592592595
Saturday,5,21,24.975320197044333
Saturday,5,22,24.904166666666665
Saturday,5,23,24.785166666666665
Sunday,6,0,24.611777777777778
Sunday,6,1,24.48722891566265
Sunday,6,2,24.47352941176471
Sunday,6,3,24.363166666666665
Sunday,6,4,24.30711111111111
Sunday,6,5,24.25
Sunday,6,6,24.19811111111111
Sunday,6,7,24.176166666666667
Sunday,6,8,24.22222222222222
Sunday,6,9,24.322166666666664
Sunday,6,10,24.49461111111111
Sunday,6,11,24.703681318681316
Sunday,6,12,24.945198019801982
Sunday,6,13,25.08127777777778
Sunday,6,14,25.267944444444442
Sunday,6,15,25.420782122905027
Sunday,6,16,25.541091954022985
Sunday,6,17,25.632944444444448
Sunday,6,18,25.52757425742574
Sunday,6,19,25.528917525773196
Sunday,6,20,25.48011111111111
Sunday,6,21,25.387944444444443
Sunday,6,22,25.291011235955057
Sunday,6,23,25.16815286624204
