day_name,day,hour,ta
Monday,0,0,23.91416666666667
Monday,0,1,23.771666666666665
Monday,0,2,23.65041666666667
Monday,0,3,23.541666666666668
Monday,0,4,23.45
Monday,0,5,23.355416666666667
Monday,0,6,23.22617021276596
Monday,0,7,22.775625
Monday,0,8,22.913124999999997
Monday,0,9,23.141666666666666
Monday,0,10,23.20375
Monday,0,11,23.1775
Monday,0,12,23.127291666666665
Monday,0,13,23.09583333333333
Monday,0,14,23.111875
Monday,0,15,23.118333333333336
Monday,0,16,23.148958333333336
Monday,0,17,22.99416666666667
Monday,0,18,22.884489795918366
Monday,0,19,23.122708333333335
Monday,0,20,23.486666666666665
Monday,0,21,23.608541666666667
Monday,0,22,23.618125000000003
Monday,0,23,23.546875
Tuesday,1,0,23.462083333333336
Tuesday,1,1,23.364583333333332
Tuesday,1,2,23.243750000000002
Tuesday,1,3,23.15416666666667
Tuesday,1,4,23.060625
Tuesday,1,5,22.969583333333333
Tuesday,1,6,22.910208333333333
Tuesday,1,7,22.77916666666667
Tuesday,1,8,22.854583333333334
Tuesday,1,9,23.096875
Tuesday,1,10,23.136458333333334
Tuesday,1,11,23.17958333333333
Tuesday,1,12,23.192708333333332
Tuesday,1,13,23.209791666666664
Tuesday,1,14,23.230208333333334
Tuesday,1,15,23.17958333333333
Tuesday,1,16,23.211458333333336
Tuesday,1,17,23.019375
Tuesday,1,18,22.87625
Tuesday,1,19,23.154791666666668
Tuesday,1,20,23.566666666666666
Tuesday,1,21,23.652916666666666
Tuesday,1,22,23.578958333333333
Tuesday,1,23,23.45212765957447
Wednesday,2,0,23.62704918032787
Wednesday,2,1,23.517999999999997
Wednesday,2,2,23.420166666666667
Wednesday,2,3,23.3344262295082
Wednesday,2,4,23.299666666666667
Wednesday,2,5,23.307166666666667
Wednesday,2,6,23.301166666666667
Wednesday,2,7,23.1155
Wednesday,2,8,23.10033333333333
Wednesday,2,9,23.308666666666667
Wednesday,2,10,23.39728813559322
Wednesday,2,11,23.36733333333333
Wednesday,2,12,23.312833333333334
Wednesday,2,13,23.301
Wednesday,2,14,23.342499999999998
Wednesday,2,15,23.300333333333334
Wednesday,2,16,23.25583333333333
Wednesday,2,17,23.088032786885243
Wednesday,2,18,22.926333333333332
Wednesday,2,19,23.163114754098363
Wednesday,2,20,23.57133333333333
Wednesday,2,21,23.71916666666667
Wednesday,2,22,23.681147540983606
Wednesday,2,23,23.586000000000002
Thursday,3,0,23.490833333333335
Thursday,3,1,23.383333333333333
Thursday,3,2,23.29770491803279
Thursday,3,3,23.216166666666666
Thursday,3,4,23.128833333333333
Thursday,3,5,23.152333333333335
Thursday,3,6,23.193666666666665
Thursday,3,7,22.98483333333333
Thursday,3,8,22.919
Thursday,3,9,23.24566666666667
Thursday,3,10,23.249333333333333
Thursday,3,11,23.321166666666667
Thursday,3,12,23.372666666666664
Thursday,3,13,23.385245901639344
Thursday,3,14,23.398500000000002
Thursday,3,15,23.3415
Thursday,3,16,23.259833333333333
Thursday,3,17,23.05131147540984
Thursday,3,18,22.933833333333332
Thursday,3,19,23.1665
Thursday,3,20,23.502166666666668
Thursday,3,21,23.6035
Thursday,3,22,23.603333333333335
Thursday,3,23,23.55666666666667
Friday,4,0,23.457333333333334
Friday,4,1,23.3145
Friday,4,2,23.191333333333333
Friday,4,3,23.102666666666668
Friday,4,4,23.020333333333333
Friday,4,5,23.073333333333334
Friday,4,6,23.180999999999997
Friday,4,7,22.979666666666667
Friday,4,8,22.851333333333333
Friday,4,9,23.088
Friday,4,10,23.326999999999998
Friday,4,11,23.392333333333333
Friday,4,12,23.25633333333333
Friday,4,13,23.125833333333333
Friday,4,14,23.170416666666668
Friday,4,15,23.443392857142857
Friday,4,16,23.240161290322582
Friday,4,17,23.011666666666667
Friday,4,18,22.880999999999997
Friday,4,19,23.061500000000002
Friday,4,20,23.371166666666667
Friday,4,21,23.433333333333334
Friday,4,22,23.424500000000002
Friday,4,23,23.3005
Saturday,5,0,23.27
Saturday,5,1,23.162499999999998
Saturday,5,2,23.072708333333335
Saturday,5,3,22.99083333333333
Saturday,5,4,22.90416666666667
Saturday,5,5,22.831458333333334
Saturday,5,6,22.768541666666668
Saturday,5,7,22.764375
Saturday,5,8,22.962448979591837
Saturday,5,9,23.362083333333334
Saturday,5,10,23.894375
Saturday,5,11,24.435625
Saturday,5,12,24.8568085106383
Saturday,5,13,25.229583333333334
Saturday,5,14,25.44729166666667
Saturday,5,15,25.58
Saturday,5,16,25.610416666666666
Saturday,5,17,25.439791666666665
Saturday,5,18,25.168958333333332
Saturday,5,19,24.855
Saturday,5,20,24.56895833333333
Saturday,5,21,24.319999999999997
Saturday,5,22,24.109166666666667
Saturday,5,23,23.921041666666667
Sunday,6,0,23.781666666666666
Sunday,6,1,23.64625
Sunday,6,2,23.541458333333335
Sunday,6,3,23.43408163265306
Sunday,6,4,23.32673469387755
Sunday,6,5,23.251666666666665
Sunday,6,6,23.19125
Sunday,6,7,23.16395833333333
Sunday,6,8,23.412291666666665
Sunday,6,9,23.876666666666665
Sunday,6,10,24.351020408163265
Sunday,6,11,24.788749999999997
Sunday,6,12,25.139583333333334
Sunday,6,13,25.41333333333333
Sunday,6,14,25.577708333333334
Sunday,6,15,25.622291666666666
Sunday,6,16,25.655
Sunday,6,17,25.487708333333334
Sunday,6,18,25.25375
Sunday,6,19,24.953541666666666
Sunday,6,20,24.683958333333333
Sunday,6,21,24.452083333333334
Sunday,6,22,24.245625
Sunday,6,23,24.0625
