week_start,comfortable,too_hot
2019-08-12,99.49,0.51
2019-08-19,95.9,4.1
2019-08-26,100.0,0.0
2019-09-02,100.0,0.0
2019-09-09,97.81,2.19
2019-09-16,100.0,0.0
2019-09-23,98.07,1.93
2019-09-30,99.6,0.4
